movieId,imdbId,actor1,actor2,director
178,107447,4959,551154,165472
179,113729,563,106,165472
180,113749,1147,518718,165472
181,113820,39074,97765,165472
183,110604,958461,728004,165472
184,110620,530581,711846,165472
185,113957,113,562,165472
186,113986,424,194,165472
187,114095,205,220867,165472
188,114194,686,48,165472
189,114241,1201,1282,165472
190,114323,194,75359,165472
191,114345,193,198,165472
193,114436,924,1492,165472
194,114478,2064,959242,165472
195,114496,21,598,165472
196,114508,1426,514,165472
198,114558,146,291,165472
199,58450,366,144875,165472
201,114663,664,1512,165472
202,114702,138,667,165472
203,114682,648,664,165472
204,114781,219,91899,165472
205,114798,51,1806,165472
206,114805,1683,928,165472
207,114887,206,845209,165472
208,114898,126,320581,165472
209,114928,237,896,165472
210,114938,313,289,165472
211,109340,1215,627,165472
212,112602,827663,689237,165472
213,111579,579823,586482,165472
214,110882,171499,430847,165472
215,112471,16,365,165472
216,112508,1191,569,165472
217,112438,224,518718,165472
218,112571,155,571,165472
219,112757,605,250643,165472
220,112643,1062,186225,165472
222,112679,563,378,165472
223,109445,641168,26879,165472
224,112883,8,136,165472
225,109635,14,193,165472
227,109676,648,997,165472
228,112854,1518,1802,165472
229,109579,244,1426,165472
230,109642,87,492,165472
231,109686,12,1099,165472
232,111797,48595,911096,165472
233,109759,339304,477,165472
234,109758,1127,580527,165472
235,109707,136,1445,165472
236,113117,212,177,165472
237,113097,345,7,165472
238,113028,211,1117,165472
239,113198,267724,5189,165472
240,113303,156,1441,165472
241,113089,168,546,165472
242,109771,227958,516272,165472
243,113199,2783891,949788,165472
246,110057,309637,12932,165472
247,110005,1491,701,165472
248,110066,5435,367005,165472
249,110116,198,469103,165472
250,110006,325762,588674,165472
251,113360,483,518821,165472
252,110099,209,212,165472
253,110148,93,225,165472
254,113463,56,569,165472
255,110189,107322,436379,165472
256,110216,216,362,165472
257,113501,125,401,165472
258,113538,5272,722,165472
259,113552,325,168,165472
260,76759,434,148,165472
261,110367,213,321,165472
262,113670,560093,111376,165472
263,110296,734156,891927,165472
265,103994,502813,4816,165472
266,110322,93,164,165472
267,110443,1834,461,165472
269,107566,4317,520203,165472
270,110391,886,906,165472
271,113691,1448,932,165472
272,110428,1291,545,165472
273,109836,134,11,165472
274,113755,331,396,165472
275,110538,188,1404,165472
276,110516,429,438,165472
277,110527,277,161,165472
278,113808,572,4743,165472
279,113896,1579,1410441,165472
280,113870,225,102,165472
281,110684,56,1788,165472
282,110638,149,553,165472
283,113967,179982,144133,165472
284,117169,620252,574337,165472
285,106402,265492,167,165472
287,110671,624,722631,165472
288,110632,437,496,165472
289,110737,673,375,165472
290,110729,65424,607325,165472
291,114151,192,628,165472
292,114069,163,623,165472
293,110413,606,198,165472
294,114113,673,547,165472
295,114210,287,491,165472
296,110912,619,1625,165472
298,105652,48595,481733,165472
299,110889,73007,929489,165472
300,110932,1806,1555,165472
301,114129,473802,84648,165472
302,110963,254,809,165472
303,114214,232,432,165472
304,114296,393,665,165472
305,110907,52,47,165472
306,111495,1393,4462,165472
307,108394,3,753666,165472
308,111507,952498,365,165472
310,114268,558,502,165472
311,110965,283311,626884,165472
312,114571,291253,624,165472
313,111333,1588,569294,165472
314,111112,183926,806268,165472
315,111255,23,232,165472
316,111282,621,652,165472
317,111070,741,1662,165472
318,111161,209,151,165472
319,111149,289098,1172,165472
320,108260,37166,4995,165472
321,106966,675751,190489,165472
322,114594,228,1844,165472
324,111309,860233,128,165472
325,113936,1242,536723,165472
326,110081,311212,84,165472
327,114614,1614,1384,165472
328,114608,440885,708,165472
329,111280,1772,408,165472
330,114609,929934,868957,165472
331,111454,353,1669,165472
332,114852,1659,263,165472
333,114694,394,545,165472
334,111590,104515,169565,165472
335,114788,1251,254362,165472
336,114888,53,341176,165472
337,108550,136,138,165472
338,114857,243,1488,165472
339,114924,113,597,165472
340,111667,704,126,165472
341,109655,644897,151822,165472
342,110598,498275,358774,165472
343,112435,4922,86205,165472
344,109040,12,1073,165472
345,109045,915989,1602,165472
346,106339,498247,1151,165472
347,104779,1075,782561,165472
348,109348,131,1848,165472
349,109444,148,353,165472
350,109446,215,169,165472
351,109484,377269,916196,165472
352,109504,5569,5148,165472
353,109506,488,205373,165472
354,109450,169,943237,165472
355,109813,422,161,165472
356,109830,158,931508,165472
357,109831,424,281424,165472
358,113305,4898,1785,165472
359,110091,904967,781218,165472
360,110093,56,21,165472
361,110167,115,403,165472
362,110213,1462,144,165472
363,107472,726166,17,165472
364,110357,1,111,165472
365,107426,206,948078,165472
366,111686,204794,486,165472
367,110475,12,7262,165472
368,110478,154,149,165472
369,110588,492,1714,165472
370,110622,558,1636,165472
371,110771,474,38,165472
372,110950,213,16,165472
373,105226,115,714198,165472
374,110989,346,488662,165472
376,110997,658,1515,165472
377,111257,206,454,165472
378,111256,474,133,165472
379,111438,241,214,165472
380,111503,216,13,165472
381,111693,412,212,165472
382,111742,197,201,165472
383,111756,126,598,165472
384,112443,289,401,165472
385,110455,1215,2084,165472
386,111048,1151,702,165472
387,110399,554,1165,165472
388,112570,28685,43854,165472
389,109454,367,272,165472
390,59170,7661,354486,165472
391,110186,53,586,165472
393,111301,241,471,165472
405,110027,483,5522,165472
406,109785,878155,220867,165472
407,113409,554,138388,165472
408,109021,71431,278026,165472
409,109035,552222,502442,165472
410,106220,1378,471,165472
412,106226,358,201,165472
413,109068,409,114,165472
414,109067,102,537698,165472
415,106292,377,389,165472
416,109198,656,524,165472
417,109219,629737,1177,165472
418,106379,245,402901,165472
419,106400,1815,46033,165472
420,109254,552,855103,165472
421,109279,4647895,1086,165472
422,109297,656,1644,165472
423,109303,313,169,165472
424,109305,56,1521,165472
425,109306,1448,169,165472
426,106452,455767,672,165472
427,106471,1696,145,165472
428,106489,134,159,165472
429,109361,254402,10962,165472
430,106505,594,646192,165472
431,106519,199,576,165472
432,109439,345,827663,165472
433,109443,1022,42,165472
434,106582,23,1475,165472
435,106598,461446,672103,165472
436,109456,246,1506,165472
437,109480,331,1588,165472
438,109493,437,662,165472
440,106673,177,244,165472
441,106677,518715,725,165472
442,106697,23,648,165472
444,106834,235,966,165472
445,106873,8,145,165472
446,106332,2,955342,165472
448,106881,313,618,165472
449,106880,492924,779467,165472
450,111732,582,409,165472
451,106926,573819,474057,165472
452,111712,1201,687506,165472
453,106941,15,27,165472
454,106918,129,675,165472
455,106965,725284,1614,165472
456,109842,625735,2064,165472
457,106977,148,169,165472
458,107004,574,432,165472
459,109890,285,107,165472
460,109891,346,1101,165472
461,109913,110922,877587,165472
464,107076,679326,3205,165472
466,107144,221,978,165472
467,113674,1127,326,165472
468,112966,424,1216,165472
469,107151,658,46,165472
470,110064,717212,552086,165472
471,110074,209,492,165472
472,110097,56,942925,165472
473,110123,1736,4873,165472
474,107206,142,518,165472
475,107207,188949,358,165472
476,110137,5478,608012,165472
477,108551,446805,135102,165472
478,110197,582,225,165472
479,107286,389,421,165472
480,107290,554,368,165472
481,107302,93,488955,165472
482,110265,655,713327,165472
484,110305,347509,644,165472
485,107362,216,719,165472
486,107413,15,896292,165472
487,110353,1357,421,165472
488,107468,46,518821,165472
489,107478,155,1101,165472
490,107497,285,173,165472
491,107501,154,1763,165472
492,107507,95,473,165472
493,107554,877928,5478,165472
494,116253,621,219,165472
495,74102,297686,559405,165472
496,111689,798076,6888,165472
497,107616,1972,295,165472
499,107613,369,1711,165472
500,107614,245,398,165472
501,107653,667,789093,165472
502,110657,1552,5476,165472
504,110678,501,448,165472
505,110687,704,4517,165472
506,107756,84277,187998,165472
507,107808,126,142,165472
508,107818,158,243,165472
509,107822,456,172,165472
510,107840,18554,29723,165472
511,107889,1001,932,165472
512,111003,661,856908,165472
513,110939,903,524,165472
514,110955,1459,1114,165472
515,107943,3707,1659,165472
516,110971,362,2138,165472
517,107969,125,648,165472
518,111001,164,403,165472
519,107978,121559,532478,165472
520,107977,144,507659,165472
521,107983,198,94007,165472
522,105275,128,689646,165472
523,108000,171,276062,165472
524,108002,276,269463,165472
526,105032,171664,196,165472
527,108052,553,1426,165472
528,111094,983,409,165472
529,108065,690051,1505,165472
531,108071,531069,699117,165472
532,111127,678,1832,165472
533,111143,285,518821,165472
534,108101,271501,560795,165472
535,108122,51,1117,165472
536,111194,188,321,165472
537,111201,424,1216,165472
538,108149,33,226,165472
539,108160,158,539678,165472
540,108162,232,287,165472
541,83658,148,442,165472
542,108186,1736,1303,165472
543,108174,196,1802,165472
544,108238,246,572,165472
546,108255,1364,491,165472
547,111323,1384,442,165472
548,111400,221,176,165472
549,108328,272173,450658,165472
550,111418,1223,286,165472
551,107688,384,1697,165472
552,108333,221,662,165472
553,108358,621,174,165472
555,108399,225,99,165472
556,108515,142598,826888,165472
558,110763,346,39794,165472
562,114906,525,1592211,165472
563,107002,591877,7192,165472
564,109403,297,153,165472
567,107315,286579,1075,165472
568,106408,900012,363167,165472
569,110363,25018,124079,165472
573,107225,897715,199774,165472
574,111252,1111,62785,165472
575,110366,853779,940673,165472
577,109120,1499,121,165472
579,108059,2458,516272,165472
580,110892,98,121,165472
581,112651,5499,348,165472
583,109382,604335,102563,165472
585,112572,148,17055,165472
586,99785,346,582,165472
587,99653,664,193,165472
588,103639,918334,245,165472
589,103064,216,157,165472
590,99348,126,1521,165472
592,96895,474,197,165472
593,102926,149,95029,165472
594,29583,41165,118081,165472
595,101414,913,181425,165472
596,32910,47289,305,165472
597,100405,152,21,165472
599,65214,34,308,165472
600,110395,4743,25,165472
602,109934,5065,318926,165472
605,117247,201,123,165472
606,112625,865302,746414,165472
608,116282,513,114,165472
609,116552,15,398,165472
610,82509,290475,760098,165472
611,116514,708873,889926,165472
612,117283,171,569,165472
613,116684,1593,461025,165472
615,70506,542063,876959,165472
616,65421,365201,1247,165472
617,113083,465,248364,165472
618,118001,104,429,165472
619,116165,1455,743418,165472
626,117891,1454,5551,165472
627,113613,139,253035,165472
628,117381,152,1473,165472
631,115509,1564,308,165472
632,114671,1324,665082,165472
633,112844,4857,270332,165472
634,114658,155,9,165472
635,116275,38,469,165472
636,113122,348387,156314,165472
637,117608,188,101,165472
638,113448,129,526,165472
639,116414,5337,91346,165472
640,116095,232,254,165472
645,113947,322,785664,165472
647,115956,243,212,165472
648,117060,129,685,165472
649,109028,619185,666,165472
650,117071,705,151,165472
653,116136,598,667,165472
656,116168,155,1449,165472
661,116683,1003,377,165472
662,116287,242,702,165472
663,116768,4929,567126,165472
665,114787,543547,728476,165472
667,112536,7678,1552,165472
668,48473,52333,52334,165472
670,52572,154164,846616,165472
671,117128,64546,625621,165472
673,117705,3044,1431,165472
674,62711,404,492342,165472
678,108181,671,208,165472
679,114307,1215,444832,165472
680,58898,176061,439344,165472
685,113443,158632,1117,165472
688,114048,418,501,165472
691,117104,511,1442,165472
692,117688,5522,179224,165472
694,117774,297,190441,165472
695,114736,224,1143,165472
697,116289,206,139,165472
698,109593,257414,541908,165472
700,112368,31759,87,165472
703,115742,213,1305,165472
704,117420,241,549,165472
706,117784,674231,823507,165472
707,117107,56,429,165472
708,117979,235,413,165472
709,95776,5129,5055,165472
710,115851,1834,827663,165472
711,116322,704,1357,165472
714,112817,136,12,165472
715,113362,3,553648,165472
718,108500,201,606,165472
719,117108,474,51,165472
720,118114,,,
722,113270,885533,298215,165472
724,115963,677,103,165472
725,116448,168,156,165472
726,116827,232,1555,165472
728,112701,40586,295,165472
731,116508,285,1488,165472
733,117500,125,115,165472
735,109592,391,352847,165472
736,117998,166,2,165472
737,115624,8894,18234,165472
741,113568,848968,960033,165472
742,117894,121559,421087,165472
743,117723,558,1733,165472
745,112691,758608,717176,165472
747,117768,792,526649,165472
748,115571,221,108,165472
750,57012,634,1715,165472
757,109688,510857,2,165472
759,110480,510929,,165472
760,108211,39585,470981,165472
761,117331,708,1785,165472
762,117765,193,608,165472
764,113280,898546,1859,165472
765,116669,245,178,165472
766,116594,666,364813,165472
773,70820,629199,6292,165472
775,63715,3,1128,165472
778,117951,191,1971,165472
779,118523,687668,597223,165472
780,116629,226,597,165472
781,117737,147605,193661,165472
782,116277,134,648,165472
783,116583,4517,74834,165472
784,115798,12,111,165472
785,116778,437,1642,165472
786,116213,216,1001,165472
788,117218,552,586,165472
790,111546,218,8825,165472
791,113610,468956,,165472
795,111237,1609,172,165472
798,116040,23,312,165472
799,116365,15,746,165472
800,116905,579116,485917,165472
801,116493,5502,808376,165472
802,117333,237,1718,165472
803,118113,10601,722614,165472
804,117628,1498,122653,165472
805,117913,19,113,165472
806,115530,163,124,165472
808,115493,301,440229,165472
809,116320,401,286,165472
810,116756,641944,135584,165472
813,116823,12178,195,165472
818,118073,148,17055,165472
823,61495,872,689248,165472
824,110246,252091,759797,165472
828,115472,1445,1795,165472
829,116707,5278,911725,165472
830,116313,443,541,165472
832,117438,154,623,165472
833,116531,1484,119,165472
835,116353,123102,1401,165472
836,115857,206,151,165472
837,117008,933798,362,165472
838,116191,569,18192,165472
839,115986,1641,477,165472
840,116571,397445,363954,165472
841,53459,105482,885098,165472
842,117826,440885,588222,165472
848,117718,254362,995,165472
849,116225,621,114,165472
851,115632,942482,699,165472
852,117918,126,623,165472
858,68646,8,199,165472
861,104558,329,706,165472
866,115736,236,153,165472
867,115836,792,1601,165472
869,116745,492,1669,165472
870,119214,582,418,165472
875,110693,575,8412,165472
876,106544,706,950552,165472
879,120004,542,1744,165472
880,116654,8,174,165472
881,116311,5435,682302,165472
882,117965,1492,223,165472
885,115725,155,367,165472
886,115783,1834,1191,165472
888,113596,563902,404532,165472
889,109001,772499,447397,165472
891,113253,587,74862,165472
892,117991,835916,533599,165472
893,117093,56,732271,165472
896,111019,1965,603588,165472
897,35896,11,6,165472
898,32904,26,31,165472
899,45152,37,640307,165472
900,43278,37,1989,165472
901,50419,3,1,165472
902,54698,3,577,165472
903,52357,71,1571,165472
904,47396,71,38,165472
905,25316,22,1055,165472
906,36855,964,6,165472
907,25164,1,1677,165472
908,53125,26,1693,165472
909,53604,493,511,165472
910,53291,54,348,165472
911,56923,26,3,165472
912,34583,7,6,165472
913,33870,7,802,165472
914,58385,3,1322,165472
915,47437,7,3,165472
916,46250,6,3,165472
917,31580,73,338901,165472
918,37059,23,639684,165472
919,32138,23,604656,165472
920,31381,593775,641966,165472
921,84370,564,513021,165472
922,43014,34,841797,165472
923,33467,1072,173827,165472
924,62622,1158,516972,165472
926,42192,12,879,165472
927,32143,790454,1076,165472
928,32976,59,21,165472
929,32484,566948,206478,165472
930,38787,26,6,165472
931,38109,6,6,165472
932,50105,26,39,165472
933,48728,26,38,165472
934,42451,75,91,165472
935,45537,1,1998,165472
936,31725,1256,2048,165472
937,50658,11,3,165472
938,51658,1989,2001,165472
940,29843,1224,14,165472
941,32762,61,1105,165472
942,37008,74,763,165472
943,39420,74,1322,165472
944,29162,172903,943553,165472
945,27125,1,1677,165472
946,35446,1479,912,165472
947,28010,1635,1479,165472
948,49261,72,1369,165472
949,48028,364915,15,165472
950,25878,1635,1485,165472
951,32599,26,751426,165472
952,48960,57,134594,165472
953,38650,71,1656,165472
954,31679,795,71,165472
955,29947,31,26,165472
956,34012,205,26,165472
959,25586,1366,12,165472
961,27893,861,182537,165472
963,41509,1414,80579,165472
965,26029,232196,140914,165472
968,63350,427977,640621,165472
969,43265,7,31,165472
970,46414,7,428354,165472
971,51459,72,56,165472
973,33891,11,1766,165472
976,22879,37104,11,165472
979,114007,1324,1487,165472
981,118927,633375,806822,165472
982,48491,34,1571,165472
984,117357,664499,876958,165472
986,116329,1099,1593,165472
987,118742,1729,498247,165472
988,116442,1152,101918,165472
990,117011,241,449,165472
991,117039,1324,21,165472
993,116635,111,285449,165472
994,115678,4711,1724,165472
996,116830,246,1136,165472
998,117603,586,1451,165472
999,115438,732,190208,165472
1003,116259,424,432,165472
1004,116421,219,554,165472
1005,116000,389,635139,165472
1006,115862,563,432,165472
1007,72653,84642,16454,165472
1008,47977,66224,1171,165472
1009,72951,734,1537,165472
1010,64603,427894,497891,165472
1011,71607,37104,77607,165472
1012,50798,570192,66224,165472
1013,55277,1539,58,165472
1014,54195,1539,943837,165472
1015,107131,17519,76204,165472
1016,53271,534045,353405,165472
1017,54357,590055,570192,165472
1018,59793,1539,427894,165472
1019,46672,18,51,165472
1020,106611,502442,234791,165472
1021,109127,418,2084,165472
1022,42332,940627,41598,165472
1023,63819,1982,1359,165472
1024,38166,592058,596663,165472
1025,57546,1982,842425,165472
1027,102798,126,151,165472
1028,58331,267,1813,165472
1029,33563,59934,82884,165472
1030,76538,714761,197715,165472
1031,66817,145,866835,165472
1032,43274,64607,943956,165472
1033,82406,1682,621,165472
1034,116361,662,702,165472
1035,59742,267,1626,165472
1036,95016,246,889,165472
1037,104692,1194,112,165472
1040,117582,1364,99,165472
1041,117589,1758,517642,165472
1042,117887,779866,239,165472
1043,117924,1251,201,165472
1046,115640,377905,77551,165472
1047,116908,133,168,165472
1049,116409,14,174,165472
1050,116913,20897,531737,165472
1051,117958,1406,95478,165472
1053,117202,171,58,165472
1054,116404,1938,9417,165472
1055,120107,221,661,165472
1056,116722,1172,701,165472
1057,116242,157,106,165472
1059,117509,138,132,165472
1060,117802,269463,681,165472
1061,117665,102,1082,165472
1064,115491,79353,191906,165472
1066,29546,1,1677,165472
1068,39286,187,53,165472
1073,67992,698,16776,165472
1076,55018,39,943936,165472
1077,70707,95,473,165472
1078,66808,95,489837,165472
1079,95159,92,13,165472
1080,79470,1037,92,165472
1081,84865,267,1258,165472
1082,68334,602,1967,165472
1083,59243,493,348,165472
1084,61418,886,1159,165472
1085,52027,75,668626,165472
1086,46912,1537,38,165472
1088,92890,426,664,165472
1089,105236,172,619,165472
1090,91763,297,202966,165472
1091,98627,53,1738,165472
1092,103772,14,232,165472
1093,101761,174,212,165472
1094,104036,1845,1669,165472
1095,104348,199,493,165472
1096,84707,658,177,165472
1097,83866,908914,1794,165472
1099,29992,654239,516876,165472
1100,99371,129,173,165472
1101,92099,129,534,165472
1103,48545,15,81,165472
1104,44081,46,8,165472
1105,115885,915208,808603,165472
1107,102336,44622,758034,165472
1111,117040,674742,218,165472
1112,117284,1235,1252,165472
1114,116378,686,1606,165472
1116,113057,1461,536095,165472
1117,116581,809,243608,165472
1119,112907,507659,365018,165472
1120,117318,437,1482,165472
1121,116422,255,5377,165472
1123,117320,1325907,328937,165472
1124,82846,31,2,165472
1125,72081,634,1626,165472
1126,101775,121,562201,165472
1127,96754,438,1512,165472
1128,80749,105,13,165472
1129,82340,621,1812,165472
1130,82533,908914,1495,165472
1131,91288,598971,367,165472
1132,91480,598971,809,165472
1135,81375,443,107281,165472
1136,71853,1037,92,165472
1137,116587,911897,478418,165472
1140,116212,446702,64,165472
1144,116886,267,2,165472
1147,118147,738,28604,165472
1148,108598,758608,370199,165472
1150,84589,367,882,165472
1151,109781,148393,47013,165472
1156,34493,162242,206993,165472
1161,78875,728,93519,165472
1162,69198,654377,28674,165472
1163,110521,196,959113,165472
1167,116059,1427,582418,165472
1170,112483,722221,152,165472
1171,103850,209,2064,165472
1172,95765,41066,134073,165472
1173,97108,92184,2091,165472
1175,101700,70991,6845,165472
1176,101765,1393,344798,165472
1177,101811,492856,1669,165472
1178,50825,18,576127,165472
1179,99703,1378,131,165472
1180,102014,281011,184817,165472
1183,116209,146,3,165472
1184,102426,7746,81702,165472
1185,97937,358,2084,165472
1186,98724,652,51,165472
1187,105107,1521,291,165472
1188,105488,580527,605388,165472
1189,96257,11278,10623946,165472
1190,101026,721,104,165472
1191,102370,187,217752,165472
1192,100332,2002784,15998,165472
1193,73486,197,1221,165472
1194,78446,1507,1045,165472
1196,80684,434,148,165472
1197,93779,144,1597,165472
1198,82971,148,261,165472
1199,88846,596,134,165472
1200,90605,244,1343,165472
1201,60196,908919,142,165472
1202,94336,129,1524,165472
1203,50083,842,275835,165472
1204,56172,564,27,165472
1206,66921,532,535861,165472
1207,56592,6,576345,165472
1208,78788,8,64,165472
1209,64116,1012,2,165472
1210,86190,434,148,165472
1211,93191,4486,231652,165472
1212,41959,1072,885098,165472
1213,99685,134,501,165472
1214,78748,643,244,165472
1215,106308,132257,111,165472
1216,95250,275,852,165472
1217,89881,619938,855417,165472
1218,97202,334,497097,165472
1219,54215,578,587256,165472
1220,80455,258931,909212,165472
1221,71562,199,38,165472
1222,93058,546,284,165472
1223,104361,758608,370199,165472
1224,97499,1394,11,165472
1225,86879,719,1371,165472
1226,45061,78,58,165472
1227,87843,134,249,165472
1228,81398,134,155,165472
1230,75686,95,473,165472
1231,86197,1731,1277,165472
1232,79944,293981,435289,165472
1233,82096,1638,344963,165472
1234,70735,56,602,165472
1235,67185,2106,1069,165472
1236,103130,791248,233027,165472
1237,50976,85038,252345,165472
1238,85859,44,7262,165472
1240,88247,216,299,165472
1241,103873,50975,679272,165472
1242,97441,111,243,165472
1243,100519,198,619,165472
1244,79522,95,473,165472
1245,100150,321,1315,165472
1246,97165,245,494,165472
1247,61722,843,163,165472
1248,52311,32,1463,165472
1249,100263,1594,244019,165472
1250,50212,34,27,165472
1251,56801,52,1012,165472
1252,71315,197,1159,165472
1253,43456,719692,623658,165472
1254,40897,7,404158,165472
1255,92610,693361,641402,165472
1256,23969,2580347,5,165472
1257,88794,131,1773,165472
1258,81505,197,1167,165472
1259,92005,696,203,165472
1260,22100,48,927145,165472
1261,92991,132257,7767,165472
1262,57115,537,1258,165472
1263,77416,134,103,165472
1264,82269,273061,29268,165472
1265,107048,195,51,165472
1266,105695,142,432,165472
1267,56218,69,2131,165472
1268,100436,6603,73885,165472
1269,36613,26,485509,165472
1270,88763,15,502,165472
1271,101921,87,524,165472
1272,66206,1715,15,165472
1273,90967,1823,527099,165472
1274,94625,412628,765815,165472
1275,91203,483,366509,165472
1276,61512,56,1421,165472
1277,99334,367,110507,165472
1278,72431,698,1967,165472
1279,102536,1687,213,165472
1280,101640,84,372078,165472
1281,32553,122,642988,165472
1282,32455,831439,852252,165472
1283,44706,11,593775,165472
1284,38355,7,2,165472
1285,97493,213,225,165472
1286,81534,1659,5412,165472
1287,52618,32,370144,165472
1288,88258,1661,834571,165472
1289,85809,1463161,465901,165472
1290,94006,655,524,165472
1291,97576,148,125,165472
1292,78841,634,511,165472
1293,83987,1426,36899,165472
1295,96332,358,3,165472
1296,91867,1749,307,165472
1297,89886,174,418909,165472
1298,84503,2097,362959,165472
1299,87553,1832,628955,165472
1300,89606,321764,902059,165472
1301,49223,682074,4282,165472
1302,97351,126,1496,165472
1303,73341,125,323,165472
1304,64115,56,602,165472
1305,87884,1765,176,165472
1306,101458,231652,265989,165472
1307,98635,345,212,165472
1310,116589,1356981,13155,165472
1312,116293,84277,1496,165472
1318,112537,67573,1876,165472
1320,103644,244,1165,165472
1321,82010,67643,622544,165472
1322,103678,532685,915764,165472
1323,85159,731634,2128,165472
1324,115535,85945,28299,165472
1325,106262,664061,6301,165472
1326,83550,647921,94935,165472
1327,78767,981,452288,165472
1328,99030,167649,927842,165472
1329,71233,198072,1424,165472
1330,90655,48554,5527,165472
1331,75704,55685,164,165472
1332,92632,64,1726,165472
1333,56869,1792,1788,165472
1334,51418,537,18108,165472
1335,82083,400267,384494,165472
1336,101492,1194,242026,165472
1337,37549,472,509,165472
1339,103874,198,213,165472
1340,26138,472,166972,165472
1341,74258,947,1657,165472
1342,103919,515,865302,165472
1343,101540,134,56,165472
1344,55824,6,53,165472
1345,74285,651,1453,165472
1346,83722,176,532,165472
1347,87800,768334,86867,165472
1348,13442,77518,903194,165472
1349,91651,1428,1626,165472
1350,75005,6,1665,165472
1351,115710,197,1151,165472
1352,115495,369,1159,165472
1353,117057,659,313,165472
1354,115751,1833,1745,165472
1355,119791,262528,191,165472
1356,117731,1772,408,165472
1357,117631,1691,104051,165472
1358,117666,671,948267,165472
1359,116705,216,5435,165472
1361,117293,4979242,4979294,165472
1363,117372,243,1365,165472
1365,117477,7565,734,165472
1366,115988,358,213,165472
